125.25	150.27
128.53	152.79
127.82	155.07
133.20	154.51
133.50	155.40
131.06	155.02
143.86	155.72
134.79	159.77
130.36	161.10
130.83	160.44
126.45	160.90
133.19	160.35
134.21	162.12
136.87	162.15
139.49	163.19
141.49	163.37
145.42	163.78
145.36	163.29
153.62	163.93
151.69	167.88
164.18	170.01
162.20	170.91
159.96	174.07
163.70	176.59
162.87	177.62
170.44	178.68
172.21	178.04
178.71	177.04
180.94	176.19
185.68	176.90
191.29	179.07
192.87	182.35
194.95	182.40
211.67	181.85
198.05	182.60
201.51	183.93
205.73	184.70
211.18	186.30
213.20	190.81
220.24	188.08
220.26	187.31
231.04	188.67
222.17	190.09
224.11	196.31
217.69	199.70
225.75	200.85
211.45	201.98
212.17	203.12
212.13	203.96
218.70	207.05
216.65	206.61
233.14	204.76
227.37	204.29
232.95	205.43
246.73	207.55
250.79	211.62
239.03	212.42
281.02	213.23
265.71	216.74
265.31	217.39
278.94	218.83
277.73	219.75
290.45	220.07
306.03	221.75
304.70	222.44
313.28	222.21
321.81	223.91
320.07	227.94
318.61	227.96
332.60	229.01
320.91	233.54
320.80	234.54
334.37	237.18
330.77	240.37
331.71	241.32
350.30	242.07
366.58	243.17
355.38	243.40
364.38	243.74
362.95	248.37
360.43	248.82
366.06	247.72
364.47	250.45
369.16	252.24
373.26	255.23
385.09	259.39
397.11	260.85
403.95	259.51
411.14	259.74
416.17	260.78
439.50	263.11
425.58	267.20
425.67	268.98
430.68	269.54
422.34	274.44
430.99	274.38
436.76	274.27
448.47	276.42
447.57	278.02
465.79	279.33
471.52	282.58
472.81	281.76
476.16	282.27
474.41	286.33
478.44	287.81
503.54	292.54
483.29	299.74
495.43	302.17
523.56	305.24
550.05	309.23
538.70	310.61
553.70	309.78
548.53	310.24
574.16	311.85
565.11	313.88
551.18	320.40
552.45	325.18
572.98	327.41
546.97	330.75
551.81	333.17
565.11	336.48
577.32	342.78
590.74	348.34
616.67	357.44
602.12	359.41
626.69	367.66
609.74	390.84
588.28	401.27
571.31	395.48
593.58	393.88
587.29	398.07
598.88	398.71
647.89	402.81
628.49	409.63
654.15	413.52
656.18	413.63
656.16	419.24
690.23	422.84
714.16	427.04
725.97	435.59
737.11	437.25
764.36	440.50
788.59	446.45
831.54	448.02
873.72	450.58
1000.18	454.43
1033.05	460.62
1079.11	465.84
1178.53	468.56
1160.10	472.61
